20	1395372
21	1417565
22	1452520
23	1484752
24	1517627
25	1523382
26	1528207
27	1530373
28	1533430
29	1536003
30	1538237
31	1539768
32	1542011
33	1543901
34	1546329
35	1548249
36	1550709
37	1554608
38	1558845
39	1563521
